id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-375776,2023-03-29,000001,Vente,154575.0,29,,RUE DE LA CONCORDE,2256,31000,31555,Toulouse,31,,,31555823AC0717,,,106,,33,31.83,,,,,,,2,2,Appartement,30,1,,,,,,1.444406,43.612125
2023-375777,2023-04-05,000001,Vente,94340.0,8,B,RUE BERNARD MULE,1080,31400,31555,Toulouse,31,,,31555809AC0015,,,39,,,,,,,,,,1,2,Appartement,24,1,,,,,,1.458162,43.595859
2023-375778,2023-03-16,000001,Vente,410000.0,20,,RUE DES TROENES,8588,31200,31555,Toulouse,31,,,31555801AC0141,,,,,,,,,,,,,0,2,Appartement,56,3,S,sols,,,429.0,1.41466,43.613889
2023-375778,2023-03-16,000001,Vente,410000.0,20,,RUE DES TROENES,8588,31200,31555,Toulouse,31,,,31555801AC0141,,,,,,,,,,,,,0,2,Appartement,63,3,S,sols,,,429.0,1.41466,43.613889
2023-375780,2023-03-31,000001,Vente,94000.0,3,,AV DES TROUBADOURS,1002,31490,31291,Léguevin,31,,,31291000AH0028,,,135,,157,,,,,,,,2,2,Appartement,38,2,,,,,,1.263277,43.599799
2023-375781,2023-03-16,000001,Vente,109000.0,3,B,ALL JEAN GRIFFON,4586,31400,31555,Toulouse,31,,,31555837AW0030,,,107,,108,,,,,,,,2,2,Appartement,36,2,,,,,,1.499625,43.557821
2023-375782,2023-03-30,000001,Vente,189100.0,3,,IMP LUCIEN SERVANTY,5463,31400,31555,Toulouse,31,,,31555837AR0102,,,40,,57,,,,,,,,2,2,Appartement,67,3,,,,,,,
2023-375784,2023-03-13,000001,Vente,319000.0,40,,RUE DU TCHAD,8412,31300,31555,Toulouse,31,,,31555828AM0198,,,2,,,,,,,,,,1,2,Appartement,68,3,,,,,,1.424816,43.595364
2023-375785,2023-03-14,000002,Vente,661400.0,5,,RUE DES COQUELICOTS,2284,31500,31555,Toulouse,31,,,31555805AD0056,,,,,,,,,,,,,0,1,Maison,180,4,,,,,,1.465645,43.622969
2023-375787,2023-03-23,000001,Vente,170301.0,137,,CHE DU CHATEAU DE L HERS,1980,31500,31555,Toulouse,31,,,31555835AH0454,,,14,63.43,,,,,,,,,1,2,Appartement,62,3,,,,,,1.479793,43.604677
2023-375788,2023-03-29,000001,Vente,67000.0,9004,,IMP DE LONDRES,5320,31100,31555,Toulouse,31,,,31555840AD0001,,,498,,508,68.18,,,,,,,2,2,Appartement,68,4,,,,,,1.408541,43.56732
2023-375790,2023-03-10,000001,Vente,177500.0,31,,RUE DE CUGNAUX,2424,31300,31555,Toulouse,31,,,31555828AM0108,,,229,84.92,300,,371,,,,,,3,2,Appartement,83,5,,,,,,1.4216,43.593006
2023-375791,2023-03-16,000001,Vente,175000.0,66,,CHE DE TUCAUT,8624,31100,31555,Toulouse,31,,,31555841AM0263,,,,,,,,,,,,,0,1,Maison,82,4,S,sols,,,400.0,1.383008,43.549112
2023-375792,2023-03-31,000001,Vente,630000.0,14,,RUE MARIE MAGNE,5684,31300,31555,Toulouse,31,,,31555828AE0185,,,,,,,,,,,,,0,1,Maison,110,4,S,sols,,,223.0,1.43432,43.595505
2023-375793,2023-03-29,000001,Vente,100000.0,32,,RUE PAUL DECAMPS,6605,31300,31555,Toulouse,31,,,31555846AK0151,,,559,,627,,,,,,,,2,2,Appartement,82,5,,,,,,1.415015,43.602113
2023-375795,2023-03-06,000001,Vente,260000.0,9001,F,BOURDIEN,B032,31290,31037,Avignonet-Lauragais,31,,,31037000ZO0087,,,,,,,,,,,,,0,1,Maison,87,4,S,sols,,,930.0,1.783405,43.390623
2023-375797,2023-03-06,000001,Vente,245000.0,11,,RUE COMBY,2220,31500,31555,Toulouse,31,,,31555808AI0018,,,11,,14,,8,,,,,,3,2,Appartement,55,3,,,,,,1.463648,43.596112
2023-375798,2023-03-08,000001,Vente,370000.0,24,,RUE DU PONT GUILHEMERY,7004,31000,31555,Toulouse,31,,,31555809AB0034,,,1,,9,,,,,,,,2,2,Appartement,102,4,,,,,,1.457677,43.601039
2023-375801,2023-03-28,000001,Vente,130500.0,9,,BD DES PYRENEES,3170,31170,31557,Tournefeuille,31,,,31557000AI0122,,,,,,,,,,,,,0,1,Maison,138,6,S,sols,,,658.0,1.337625,43.585128
2023-375802,2023-03-24,000001,Vente,160000.0,25,,RUE LEJEUNE,5140,31000,31555,Toulouse,31,,,31555826AH0306,,,6,,8,,,,,,,,2,2,Appartement,47,2,,,,,,1.433599,43.607943
2023-375804,2023-03-23,000001,Vente,317836.0,27,,AV DE LA GLOIRE,3940,31500,31555,Toulouse,31,,,31555806AE0205,,,12,,,,,,,,,,1,2,Appartement,72,3,,,,,,1.459353,43.605912
2023-375806,2023-03-31,000001,Vente,290000.0,37,,RTE D ALBI,0020,31180,31117,Castelmaurou,31,,,31117000AH0462,,,,,,,,,,,,,0,1,Maison,82,4,S,sols,,,673.0,1.539952,43.684884
2023-375807,2023-04-04,000001,Vente,152600.0,2,,IMP LEON DIOMARD,0100,31290,31582,Villefranche-de-Lauragais,31,,,315820000D1670,,,,,,,,,,,,,0,1,Maison,62,3,S,sols,,,58.0,1.717393,43.398761
2023-375808,2023-03-23,000001,Vente,306000.0,18,,ALL DES TILLEULS,0196,31290,31582,Villefranche-de-Lauragais,31,,,315820000D1023,,,,,,,,,,,,,0,1,Maison,90,3,J,jardins,POTAG,Jardin potager,1300.0,1.714321,43.397641
2023-375808,2023-03-23,000001,Vente,306000.0,18,,ALL DES TILLEULS,0196,31290,31582,Villefranche-de-Lauragais,31,,,315820000D1023,,,,,,,,,,,,,0,1,Maison,90,3,S,sols,,,140.0,1.714321,43.397641
2023-375811,2023-04-04,000001,Vente en l'état futur d'achèvement,395200.0,34,,AV DE LAVAUR,5116,31500,31555,Toulouse,31,,,31555805AD0292,,,25,,,,,,,,,,1,2,Appartement,83,4,,,,,,1.46043,43.621572
2023-375812,2023-02-07,000001,Vente en l'état futur d'achèvement,394900.0,34,,AV DE LAVAUR,5116,31500,31555,Toulouse,31,,,31555805AD0292,,,27,,,,,,,,,,1,2,Appartement,83,4,,,,,,1.46043,43.621572
2023-375815,2023-03-31,000001,Vente,202680.0,2,,RUE CHARLES D AYGUESVIVES,0050,31140,31186,Fonbeauzard,31,,,31186000AH0106,,,26,75.1,,,,,,,,,1,2,Appartement,75,3,,,,,,1.446863,43.682458
2023-375816,2023-03-29,000001,Vente,180100.0,126,,RUE DU FAUBOURG BONNEFOY,3204,31500,31555,Toulouse,31,,,31555805AB0318,,,2,,8,,,,,,,,2,2,Appartement,53,3,,,,,,1.458996,43.622944
2023-375817,2023-03-27,000001,Vente,204000.0,1,,IMP DE LA CARAVELLE,1689,31500,31555,Toulouse,31,,,31555834AB0142,,,724,,,,,,,,,,1,2,Appartement,62,3,,,,,,1.46238,43.615667
2023-375818,2023-03-16,000001,Vente,300839.0,883,,RTE DE LAYRAC,0007,31340,31346,Mirepoix-sur-Tarn,31,,,31346000ZE0369,,,,,,,,,,,,,0,1,Maison,112,4,S,sols,,,343.0,1.565009,43.818238
2023-375819,2023-03-30,000001,Vente,362000.0,2,,RUE DES IFS,4292,31500,31555,Toulouse,31,,,31555835AD0183,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,285.0,1.489234,43.595104
2023-375820,2023-03-13,000001,Vente,338750.0,8,,LOT CASTANET,A012,31290,31582,Villefranche-de-Lauragais,31,,,315820000A1680,,,,,,,,,,,,,0,1,Maison,107,6,S,sols,,,828.0,1.723575,43.398393
2023-375822,2023-03-28,000001,Vente,660000.0,1,,RUE OZENNE,6448,31000,31555,Toulouse,31,,,31555815AB0164,,,8,,,,,,,,,,1,2,Appartement,144,4,,,,,,1.445807,43.597896
2023-375826,2023-03-31,000001,Vente,380000.0,13,,BD DE LARRAMET,5052,31300,31555,Toulouse,31,,,31555844AE0537,,,425,,451,,,,,,,,2,2,Appartement,54,3,,,,,,1.417204,43.591895
2023-375826,2023-03-31,000001,Vente,380000.0,9,,BD DE LARRAMET,5052,31300,31555,Toulouse,31,,,31555844AE0537,,,214,,244,,,,,,,,2,2,Appartement,68,4,,,,,,1.417204,43.591895
2023-375826,2023-03-31,000001,Vente,380000.0,23,,BD DE LARRAMET,5052,31300,31555,Toulouse,31,,,31555844AE0537,,,912,,942,,,,,,,,2,2,Appartement,68,4,,,,,,1.417204,43.591895
2023-375826,2023-03-31,000001,Vente,380000.0,15,,BD DE LARRAMET,5052,31300,31555,Toulouse,31,,,31555844AE0537,,,513,,543,,,,,,,,2,2,Appartement,68,4,,,,,,1.417204,43.591895
2023-375827,2023-03-31,000001,Vente,204000.0,2,,PL RITAY,7510,31000,31555,Toulouse,31,,,31555826AB0213,,,9019,52.4,,,,,,,,,1,2,Appartement,52,2,,,,,,1.429567,43.612202
2023-375828,2023-03-07,000001,Vente,142542.0,14,,CHE DU TOURRET,0200,31330,31232,Grenade,31,,,312320000B1235,,,26,,,,,,,,,,1,2,Appartement,60,3,,,,,,1.271915,43.770588
2023-375831,2023-03-30,000001,Vente,109000.0,13,,AV DE RANGUEIL,7268,31400,31555,Toulouse,31,,,31555811AH0199,,,16,,5,,,,,,,,2,2,Appartement,25,1,,,,,,1.45261,43.577541
2023-375833,2023-03-30,000001,Vente,162000.0,3,,RUE MICHEL MONTAGNE,2720,31170,31557,Tournefeuille,31,,,31557000AT0117,,,27,,7,,,,,,,,2,2,Appartement,43,2,,,,,,1.370004,43.589353
2023-375834,2023-03-09,000001,Vente,145900.0,33,,RUE PAUL DECAMPS,6605,31300,31555,Toulouse,31,,,31555846AK0151,,,313,,460,,,,,,,,2,2,Appartement,55,3,,,,,,1.415015,43.602113
2023-375836,2023-03-30,000001,Vente,135000.0,15,,RUE DU COLONEL TOUSSAINT,2208,31500,31555,Toulouse,31,,,31555805AE0230,,,109,,339,,,,,,,,2,2,Appartement,54,3,,,,,,1.459436,43.618092
2023-375837,2023-03-23,000001,Vente,113500.0,7,,RUE PIERRETTE LOUIN,6921,31200,31555,Toulouse,31,,,31555831AR0367,,,60,,,,,,,,,,1,2,Appartement,50,2,,,,,,1.450073,43.628355
2023-375840,2023-03-30,000001,Vente,281553.0,6,,RUE BAYARD,0920,31000,31555,Toulouse,31,,,31555822AB0705,,,1006,66.76,1061,,,,,,,,2,2,Appartement,67,2,,,,,,1.447598,43.607993
2023-375841,2023-03-22,000001,Vente,130000.0,44,,RUE DOMINIQUE CLOS,2736,31300,31555,Toulouse,31,,,31555845AN0095,,,8,46.46,,,,,,,,,1,2,Appartement,46,2,,,,,,1.370945,43.604734
2023-375842,2023-03-16,000001,Vente,208800.0,5,B,RUE DU PUY DE SANCY,0660,31240,31561,L'Union,31,,,31561000AW0196,,,22,,55,,,,,,,,2,2,Appartement,64,3,,,,,,1.488576,43.658796
2023-375843,2023-03-31,000001,Vente,210000.0,9,,CHE DE ROQUEFORT,0180,31290,31589,Villenouvelle,31,,,315890000A1031,,,,,,,,,,,,,0,1,Maison,69,3,S,sols,,,755.0,1.655977,43.44108
2023-375844,2023-04-06,000001,Vente,113972.0,14,,RUE DE LA SOLIDARITE,2568,31830,31424,Plaisance-du-Touch,31,,,31424000AZ0060,,,436,,540,,,,,,,,2,2,Appartement,47,2,,,,,,1.287504,43.582423
2023-375845,2023-03-27,000001,Vente,162600.0,3,,RUE OLYMPE DE GOUGES,6379,31200,31555,Toulouse,31,,,31555831AZ0398,,,207,62.79,,,,,,,,,1,2,Appartement,63,3,,,,,,1.445773,43.642996
2023-375846,2023-03-21,000001,Vente,451500.0,48,,RUE MARTYRS DE LIBERATION,5748,31400,31555,Toulouse,31,,,31555814AC0267,,,13,,62,,,,,,,,2,2,Appartement,90,4,,,,,,1.458147,43.590738
2023-375847,2023-03-23,000001,Vente,414404.38,11,,IMP DU CAPCIR,0043,31820,31417,Pibrac,31,,,31417000AX0084,,,,,,,,,,,,,0,1,Maison,94,4,AG,terrains d'agrément,PARC,Parc,998.0,1.269362,43.607199
2023-375847,2023-03-23,000001,Vente,414404.38,11,,IMP DU CAPCIR,0043,31820,31417,Pibrac,31,,,31417000AX0084,,,,,,,,,,,,,0,1,Maison,94,4,S,sols,,,600.0,1.269362,43.607199
2023-375848,2023-04-04,000001,Vente,203000.0,6,,RUE DE LA TUILERIE,1203,31120,31433,Portet-sur-Garonne,31,,,31433000BW0241,,,23,,,,,,,,,,1,2,Appartement,65,3,,,,,,1.402029,43.521714
2023-375850,2023-03-29,000001,Vente,412000.0,,,AL SOUSTRE,B001,31140,31364,Montberon,31,,,31364000AD0210,,,,,,,,,,,,,0,1,Maison,152,5,S,sols,,,1097.0,1.483548,43.71435
2023-375852,2023-02-13,000001,Vente,134720.0,2,,RUE MONPLAISIR,1000,31490,31291,Léguevin,31,,,31291000AZ0054,,,212,,,,,,,,,,1,2,Appartement,63,3,,,,,,1.226495,43.600161
2023-375853,2023-03-30,000001,Vente,150000.0,12,,RUE FRANCOIS VILLON,0386,31700,31069,Blagnac,31,,,31069000BA0304,,,170,,178,,,,,,,,2,2,Appartement,61,3,,,,,,1.393911,43.627019
2023-375855,2023-03-20,000001,Vente,387150.0,74,,RUE DE LIMAYRAC,5272,31500,31555,Toulouse,31,,,31555808AH0072,,,33,,48,82.63,,,,,,,2,2,Appartement,83,4,,,,,,1.47326,43.593032
2023-375856,2023-03-20,000001,Vente,340000.0,17,,RUE DE LONGCHAMP,5328,31100,31555,Toulouse,31,,,31555842AM0464,,,,,,,,,,,,,0,1,Maison,120,5,S,sols,,,330.0,1.409307,43.586961
2023-375857,2023-03-22,000001,Vente,240000.0,60,,RUE DE CUGNAUX,2424,31300,31555,Toulouse,31,,,31555828AL0104,,,404,,,,,,,,,,1,2,Appartement,21,1,,,,,,1.424347,43.592573
2023-375857,2023-03-22,000001,Vente,240000.0,60,,RUE DE CUGNAUX,2424,31300,31555,Toulouse,31,,,31555828AL0104,,,434,,,,,,,,,,1,2,Appartement,33,2,,,,,,1.424347,43.592573
2023-375859,2023-03-27,000001,Vente,580000.0,16,,RUE TOLOSANE,8496,31000,31555,Toulouse,31,,,31555815AB0250,,,11,,,,,,,,,,1,2,Appartement,183,7,,,,,,1.447364,43.599439
2023-375859,2023-03-27,000001,Vente,580000.0,16,,RUE TOLOSANE,8496,31000,31555,Toulouse,31,,,31555815AB0250,,,15,,17,,,,,,,,2,2,Appartement,138,4,,,,,,1.447364,43.599439
2023-375860,2023-03-31,000001,Vente,216290.0,2,,RUE DU MOULIN BAYARD,6120,31000,31555,Toulouse,31,,,31555822AB0719,,,35,32.23,,,,,,,,,1,2,Appartement,29,2,,,,,,1.45254,43.609067
2023-375861,2023-03-17,000001,Vente,278000.0,15,,RUE DU TCHAD,8412,31300,31555,Toulouse,31,,,31555828AM0173,,,45,,62,,,,,,,,2,2,Appartement,64,4,,,,,,1.424348,43.594135
2023-375862,2023-04-03,000001,Vente,1018250.0,5,,RUE LOUIS LACHENAL,4895,31500,31555,Toulouse,31,,,31555808AH0257,,,,,,,,,,,,,0,1,Maison,150,5,S,sols,,,792.0,1.473138,43.589219
2023-375864,2023-03-31,000001,Vente,338000.0,4,,RUE GOUDOULI,3964,31400,31555,Toulouse,31,,,31555814AD0377,,,10,,,,,,,,,,1,2,Appartement,66,3,,,,,,1.458995,43.587574
2023-375865,2023-04-06,000001,Vente,89473.0,7,,RUE JOSEPH KESSEL,0556,31700,31069,Blagnac,31,,,31069000AW0604,,,158,,,,,,,,,,1,2,Appartement,45,2,,,,,,1.391182,43.63786
2023-375865,2023-04-06,000001,Vente,89473.0,7,,RUE JOSEPH KESSEL,0556,31700,31069,Blagnac,31,,,31069000AW0604,,,119,,,,,,,,,,1,2,Appartement,65,2,,,,,,1.391182,43.63786
2023-375867,2023-03-30,000001,Vente,120000.0,34,,RUE D'ANTIPOUL,0372,31300,31555,Toulouse,31,,,31555828AC0075,,,1,,,,,,,,,,1,2,Appartement,45,2,,,,,,1.421581,43.599488
2023-375868,2023-04-03,000001,Vente,159000.0,2,,IMP DE L'ABBE NAUDIN,0019,31200,31555,Toulouse,31,,,31555801AB0398,,,4,68.85,,,,,,,,,1,2,Appartement,75,3,,,,,,1.410645,43.613517
2023-375870,2023-03-31,000001,Vente,300550.0,35,,CHE D EN POUTET,0410,31750,31169,Escalquens,31,,,31169000ZE0142,,,39,,40,,6,90.57,,,,,3,2,Appartement,89,4,,,,,,1.549334,43.516563
2023-375871,2023-03-29,000001,Vente,310000.0,17,,RUE ASSALIT,0580,31500,31555,Toulouse,31,,,31555807AD0101,,,17,,30,90.42,,,,,,,2,2,Appartement,88,4,,,,,,1.469254,43.603335
2023-375873,2023-03-16,000001,Vente,69000.0,166,,CHE AMOUROUX,0260,31500,31555,Toulouse,31,,,31555833AI0186,,,24,,,,,,,,,,1,2,Appartement,25,1,,,,,,1.469689,43.630322
2023-375874,2023-04-03,000001,Vente,461100.0,36,,RUE DU MARECHAL BERTHIER,0601,31130,31044,Balma,31,,,31044000BV0002,,,,,,,,,,,,,0,1,Maison,80,3,S,sols,,,567.0,1.505414,43.607281
2023-375875,2023-03-31,000001,Vente en l'état futur d'achèvement,315000.0,37,,AV DE GAMEVILLE,0670,31650,31506,Saint-Orens-de-Gameville,31,,,31506000BI0021,,,211,,,,,,,,,,1,2,Appartement,83,4,,,,,,1.534572,43.551902
2023-375876,2023-03-20,000001,Vente,495000.0,7,,RUE COUSTOU DE VALETTE,0100,31450,31429,Pompertuzat,31,,,31429000AB0019,,,,,,,,,,,,,0,1,Maison,120,4,AG,terrains d'agrément,PARC,Parc,687.0,1.512793,43.492278
2023-375876,2023-03-20,000001,Vente,495000.0,7,,RUE COUSTOU DE VALETTE,0100,31450,31429,Pompertuzat,31,,,31429000AB0019,,,,,,,,,,,,,0,1,Maison,120,4,S,sols,,,800.0,1.512793,43.492278
2023-375877,2023-03-14,000002,Vente,200000.0,9003,,RTE DE LEVIGNAC,0040,31530,31120,Le Castéra,31,,,31120000WI0066,,,,,,,,,,,,,0,1,Maison,100,4,,,,,,1.140986,43.671911
2023-375879,2023-03-10,000001,Vente,312588.0,31,,RUE JACQUES COLS,0328,31150,31230,Gratentour,31,,,31230000AT0110,,,,,,,,,,,,,0,1,Maison,98,5,S,sols,,,277.0,1.42508,43.715503
2023-375880,2023-03-10,000001,Vente,347000.0,1,,RUE MARCEL PAGNOL,0509,31130,31044,Balma,31,,,31044000CH0204,,,2,,,,,,,,,,1,2,Appartement,97,5,,,,,,1.495779,43.62421
2023-375881,2023-03-15,000001,Vente,223500.0,1002,,RTE DE CASTELNAU,0004,31620,31079,Bouloc,31,,,31079000BC0018,,,,,,,,,,,,,0,1,Maison,88,4,S,sols,,,1000.0,,
2023-375881,2023-03-15,000001,Vente,223500.0,1002,,RTE DE CASTELNAU,0004,31620,31079,Bouloc,31,,,31079000BC0018,,,,,,,,,,,,,0,1,Maison,88,4,AG,terrains d'agrément,PARC,Parc,627.0,,
2023-375881,2023-03-15,000001,Vente,223500.0,1002,,RTE DE CASTELNAU,0004,31620,31079,Bouloc,31,,,31079000BC0018,,,,,,,,,,,,,0,1,Maison,88,4,P,prés,,,1551.0,,
2023-375882,2023-03-10,000001,Vente,52000.0,10,,RUE DE LA FONTAINE BAPTISEE,0016,31590,31573,Verfeil,31,,,315730000I0171,,,,,,,,,,,,,0,1,Maison,19,1,S,sols,,,15.0,1.662093,43.656519
2023-375883,2023-03-23,000001,Vente,245000.0,53,,RUE LEON PAUL FIQUET,5159,31100,31555,Toulouse,31,,,31555841AI0231,,,,,,,,,,,,,0,1,Maison,86,4,S,sols,,,353.0,1.383888,43.557595
2023-375884,2023-03-22,000001,Vente,105000.0,8,,IMP DE LA BUISSAIE,0076,31140,31022,Aucamville,31,,,31022000AH0219,,,26,78.11,,,,,,,,,1,2,Appartement,81,4,,,,,,1.427012,43.669685
2023-375885,2023-04-03,000001,Vente,55000.0,13,,RUE DU CAPITOUL,0087,31140,31022,Aucamville,31,,,31022000AK0647,,,30,22.5,,,,,,,,,1,2,Appartement,22,1,,,,,,,
2023-375886,2023-03-16,000002,Vente,200000.0,128,,RUE DE LA BERGERO,0012,31660,31066,Bessières,31,,,310660000B5045,,,,,,,,,,,,,0,1,Maison,97,6,S,sols,,,397.0,1.6066,43.796992
2023-375888,2023-03-31,000001,Vente,113000.0,2,,RUE CHARLES D AYGUESVIVES,0050,31140,31186,Fonbeauzard,31,,,31186000AH0106,,,18,,,,,,,,,,1,2,Appartement,48,2,,,,,,1.446863,43.682458
2023-375889,2023-03-30,000001,Vente,380610.0,11,,RUE DE LA LICORNE,2400,31170,31557,Tournefeuille,31,,,31557000AA0414,,,,,,,,,,,,,0,1,Maison,108,5,S,sols,,,677.0,1.319386,43.592834
2023-375890,2023-03-24,000001,Vente,1398800.0,22,,RUE RENE BAZIN,7400,31500,31555,Toulouse,31,,,31555808AH0399,,,,,,,,,,,,,0,1,Maison,268,7,S,sols,,,516.0,1.475102,43.591218
2023-375893,2023-03-29,000001,Vente,200100.0,19,B,GR GRANDE RUE,0460,31620,31118,Castelnau-d'Estrétefonds,31,,,311180000A2661,,,,,,,,,,,,,0,1,Maison,114,4,S,sols,,,122.0,1.358539,43.783111
2023-375894,2023-04-03,000001,Vente,67500.0,18,B,RUE DES CYCLAMENS,2444,31500,31555,Toulouse,31,,,31555835AE0175,,,189,,81,41.7,,,,,,,2,2,Appartement,44,2,,,,,,1.479864,43.599901
2023-375895,2023-04-03,000001,Vente,151000.0,31,,AV MAURICE BOURGES-MAUNOURY,5789,31200,31555,Toulouse,31,,,31555831AV0669,,,30,79.38,,,,,,,,,1,2,Appartement,79,4,,,,,,1.451781,43.635831
2023-375898,2023-03-29,000001,Vente,339000.0,51,,AV DE L'URSS,8660,31400,31555,Toulouse,31,,,31555812AC0514,,,105,,165,,166,111.33,,,,,3,2,Appartement,109,5,,,,,,1.448435,43.580907
2023-375902,2023-03-28,000001,Vente,101000.0,32,,ALL MAURICE RAVEL,0813,31770,31149,Colomiers,31,,,31149000BO0226,,,101,,37,42.07,,,,,,,2,2,Appartement,42,2,,,,,,1.350733,43.598112
2023-375903,2023-03-15,000001,Vente,220000.0,4,,RUE DE LA MAIRIE,0001,31480,31098,Cadours,31,,,310980000C0750,,,,,,,,,,,,,0,1,Maison,177,9,S,sols,,,376.0,1.05006,43.729319
2023-375904,2023-03-17,000001,Vente,193500.0,35,,AV DU MARECHAL FOCH,5644,31400,31555,Toulouse,31,,,31555811AC0126,,,208,,7,64.55,,,,,,,2,2,Appartement,65,4,,,,,,1.458206,43.583098
2023-375905,2023-01-26,000001,Adjudication,410000.0,168,,AV DE LESPINET,5196,31400,31555,Toulouse,31,,,31555837AH0154,,,,,,,,,,,,,0,1,Maison,87,3,S,sols,,,872.0,1.472926,43.574444
2023-375906,2023-03-24,000001,Vente,149000.0,78,,CHE DU CHAPITRE,1892,31100,31555,Toulouse,31,,,31555840AP0031,,,14,,,,,,,,,,1,2,Appartement,66,3,,,,,,1.413177,43.562582
2023-375907,2023-03-30,000001,Vente,428000.0,71,,CHE DE RAMELET MOUNDI,7260,31100,31555,Toulouse,31,,,31555843AS0112,,,,,,,,,,,,,0,1,Maison,146,5,S,sols,,,1034.0,1.386027,43.585016
2023-375908,2023-03-24,000001,Vente,139190.0,4,,CHE DE LAGARDE,0295,31380,31228,Gragnague,31,,,312280000C0330,,,5,,63,,64,,,,,,3,2,Appartement,44,2,,,,,,1.582304,43.678861
2023-375910,2023-04-07,000001,Vente,116800.0,133,,RUE HENRI DESBALS,4140,31100,31555,Toulouse,31,,,31555842BD0154,,,65,,76,,,,,,,,2,2,Appartement,79,4,,,,,,1.412631,43.580887
2023-375911,2023-04-07,000001,Vente,177500.0,48,,RUE DE FONDARGENT,0660,31650,31506,Saint-Orens-de-Gameville,31,,,31506000BT0277,,,34,,6,,,,,,,,2,2,Appartement,55,3,,,,,,1.512692,43.560227
2023-375913,2023-03-17,000001,Vente,134000.0,198,,RTE DE LAUNAGUET,5096,31200,31555,Toulouse,31,,,31555830AI0708,,,150,63.92,,,,,,,,,1,2,Appartement,64,3,,,,,,1.439427,43.645029
2023-375917,2023-04-06,000001,Vente,136000.0,15,,RUE DE LUPPE,5472,31500,31555,Toulouse,31,,,31555807AB0053,,,2,,,,,,,,,,1,2,Appartement,50,2,,,,,,1.45874,43.60407
2023-375918,2023-04-06,000001,Vente,342000.0,8,,RUE DE VENASQUE,8760,31400,31555,Toulouse,31,,,31555837AE0105,,,618,,,,,,,,,,1,2,Appartement,90,4,,,,,,1.478438,43.579273
2023-375920,2023-03-27,000001,Vente,363700.0,9,,RUE D ORBESSON,6396,31100,31555,Toulouse,31,,,31555842AH0508,,,,,,,,,,,,,0,2,Appartement,38,2,S,sols,,,249.0,1.423185,43.575601
2023-375921,2023-04-07,000001,Vente,180250.0,21,,AV LUCIEN SERVANTY,0647,31700,31069,Blagnac,31,,,31069000BB0269,,,104,,213,,,,,,,,2,2,Appartement,57,3,,,,,,1.396251,43.625491
2023-375924,2023-03-29,000001,Vente en l'état futur d'achèvement,399900.0,6,,RUE JEAN GUIMERA,4549,31300,31555,Toulouse,31,,,31555844AC0209,,,208,,,,,,,,,,1,2,Appartement,114,5,,,,,,1.409417,43.600234
2023-375927,2023-03-16,000001,Vente,135000.0,94,,RTE DE BESSIERES,0020,31140,31282,Launaguet,31,,,31282000AA0001,,,38,,,,,,,,,,1,2,Appartement,51,3,,,,,,1.448261,43.679059
2023-375928,2023-03-30,000001,Vente en l'état futur d'achèvement,399900.0,6,,RUE JEAN GUIMERA,4549,31300,31555,Toulouse,31,,,31555844AC0209,,,207,,,,,,,,,,1,2,Appartement,114,5,,,,,,1.409417,43.600234
2023-375929,2023-03-30,000001,Vente,119000.0,9,,RUE DE CHAMBERY,1856,31500,31555,Toulouse,31,,,31555833AM0005,,,802,,823,,,,,,,,2,2,Appartement,71,4,,,,,,1.465313,43.62731
2023-375930,2023-03-30,000001,Vente,163100.0,41,,RUE EDOUARD LARTET,2902,31500,31555,Toulouse,31,,,31555836BD0030,,,183,,212,,,,,,,,2,2,Appartement,50,2,,,,,,1.476968,43.587578
2023-375931,2023-03-30,000001,Vente,140000.0,6,,RUE DES PAS SAGES,0227,31320,31409,Péchabou,31,,,31409000AH0042,,,220,,243,,,,,,,,2,2,Appartement,66,3,,,,,,1.515037,43.502615
2023-375932,2023-03-27,000001,Vente,255000.0,8,,AV DE LAVAUR,5116,31500,31555,Toulouse,31,,,31555805AE0421,,,94,,,,,,,,,,1,2,Appartement,80,4,,,,,,1.458386,43.620625
2023-375933,2023-03-31,000001,Vente,319100.0,35,,ALL DU SIDOBRE,1190,31770,31149,Colomiers,31,,,31149000BI0057,,,,,,,,,,,,,0,1,Maison,93,5,S,sols,,,263.0,1.346988,43.609847
2023-375934,2023-03-23,000001,Vente,594350.0,15,,RUE DEL SOULEILH,0180,31120,31259,Lacroix-Falgarde,31,,,31259000AR0020,,,,,,,,,,,,,0,1,Maison,125,4,S,sols,,,1053.0,1.439845,43.493607
2023-375936,2023-03-22,000001,Vente,480500.0,28,,RUE KRUGER,4868,31200,31555,Toulouse,31,,,31555801AD0386,,,,,,,,,,,,,0,1,Maison,75,3,S,sols,,,134.0,1.423413,43.613464
